Name,FromDate,ToDate,Position,Height,Weight,Born,College,URL,Shoots,DOB,Deceased
Ralph Simpson,1971,1980,G-F,6-5,200,"August 10, 1949",Michigan State University,http://basketball-reference.com/players/s/simpsra01.html, Right,1949-08-10,
Alvin Sims,1999,1999,G,6-4,235,"October 18, 1974",University of Louisville,http://basketball-reference.com/players/s/simsal01.html, Right,1974-10-18,
Bob Sims,1962,1968,G-F,6-5,220,"October 9, 1938",Pepperdine University,http://basketball-reference.com/players/s/simsbo01.html, Right,1938-10-09,2006-03-21
Courtney Sims,2008,2009,C,6-10,245,"October 21, 1983",University of Michigan,http://basketball-reference.com/players/s/simsco01.html, Right,1983-10-21,
Doug Sims,1969,1969,F,6-7,195,"June 29, 1943",Kent State University,http://basketball-reference.com/players/s/simsdo01.html, Right,1943-06-29,
Henry Sims,2013,2015,C,6-10,245,"March 27, 1990",Georgetown University,http://basketball-reference.com/players/s/simshe01.html, Right,1990-03-27,
Scott Sims,1978,1978,G,6-1,170,"April 18, 1955",University of Missouri,http://basketball-reference.com/players/s/simssc01.html, Right,1955-04-18,
Kyle Singler,2013,2015,F,6-8,230,"May 4, 1988",Duke University,http://basketball-reference.com/players/s/singlky01.html, Right,1988-05-04,
Sean Singletary,2009,2009,G,6-0,185,"September 6, 1985",University of Virginia,http://basketball-reference.com/players/s/singlse01.html, Right,1985-09-06,
Chris Singleton,2012,2014,F,6-8,230,"November 21, 1989",Florida State University,http://basketball-reference.com/players/s/singlch01.html, Right,1989-11-21,
James Singleton,2006,2012,F,6-8,216,"July 20, 1981",Murray State University,http://basketball-reference.com/players/s/singlja01.html, Right,1981-07-20,
McKinley Singleton,1987,1987,G,6-5,175,"October 29, 1961",University of Alabama at Birmingham,http://basketball-reference.com/players/s/singlmc01.html, Right,1961-10-29,
Zeke Sinicola,1952,1954,G,5-10,165,"January 25, 1929",Niagara University,http://basketball-reference.com/players/s/sinicze01.html, Right,1929-01-25,2011-06-06
Charlie Sitton,1985,1985,F,6-8,210,"July 3, 1962",Oregon State University,http://basketball-reference.com/players/s/sittoch01.html, Right,1962-07-03,
Peyton Siva,2014,2014,G,6-0,185,"October 24, 1990",University of Louisville,http://basketball-reference.com/players/s/sivape01.html, Right,1990-10-24,
Scott Skiles,1987,1996,G,6-1,180,"March 5, 1964",Michigan State University,http://basketball-reference.com/players/s/skilesc01.html, Right,1964-03-05,
Al Skinner,1975,1980,G,6-3,190,"June 16, 1952",University of Massachusetts Amherst,http://basketball-reference.com/players/s/skinnal01.html, Left,1952-06-16,
Brian Skinner,1999,2012,F,6-9,255,"May 19, 1976",Baylor University,http://basketball-reference.com/players/s/skinnbr01.html, Right,1976-05-19,
Tal Skinner,1975,1976,F-G,6-5,195,"September 10, 1952",University of Maryland Eastern Shore,http://basketball-reference.com/players/s/skinnta01.html, Right,1952-09-10,
Whitey Skoog,1952,1957,G,5-11,180,"November 2, 1926",University of Minnesota,http://basketball-reference.com/players/s/skoogwh01.html, Right,1926-11-02,
Jeff Slade,1963,1963,F,6-6,220,"March 1, 1941",Kenyon College,http://basketball-reference.com/players/s/sladeje01.html, Right,1941-03-01,2012-02-11
Reggie Slater,1995,2003,F,6-7,215,"August 27, 1970",University of Wyoming,http://basketball-reference.com/players/s/slatere01.html, Right,1970-08-27,
Jim Slaughter,1952,1952,C,6-11,210,"May 13, 1928",University of South Carolina,http://basketball-reference.com/players/s/slaugji01.html, Right,1928-05-13,1999-08-02
Jose Slaughter,1983,1983,G,6-5,205,"September 9, 1960",University of Portland,http://basketball-reference.com/players/s/slaugjo01.html, Right,1960-09-09,
Tamar Slay,2003,2005,G,6-8,215,"April 2, 1980",Marshall University,http://basketball-reference.com/players/s/slayta01.html, Right,1980-04-02,
Donald Sloan,2012,2015,G,6-3,205,"January 15, 1988",Texas A&M University,http://basketball-reference.com/players/s/sloando01.html, Right,1988-01-15,
Jerry Sloan*,1966,1976,G-F,6-5,195,"March 28, 1942",University of Evansville,http://basketball-reference.com/players/s/sloanje01.html, Right,1942-03-28,
Uros Slokar,2007,2007,F,6-10,238,"May 14, 1983", ,http://basketball-reference.com/players/s/slokaur01.html, Left,1983-05-14,
Tom Sluby,1985,1985,G,6-4,200,"February 18, 1962",University of Notre Dame,http://basketball-reference.com/players/s/slubyto01.html, Right,1962-02-18,
Keith Smart,1989,1989,G,6-1,175,"September 21, 1964",Indiana University,http://basketball-reference.com/players/s/smartke01.html, Right,1964-09-21,
Marcus Smart,2015,2015,G,6-4,220,"March 6, 1994",Oklahoma State University,http://basketball-reference.com/players/s/smartma01.html, Right,1994-03-06,
Belus Smawley,1947,1952,G-F,6-1,195,"March 20, 1918",Appalachian State University,http://basketball-reference.com/players/s/smawlbe01.html, Right,1918-03-20,2003-04-24
Jack Smiley,1949,1950,F-G,6-3,190,"December 22, 1922",University of Illinois at Urbana-Champaign,http://basketball-reference.com/players/s/smileja01.html, Right,1922-12-22,2000-07-30
Adrian Smith,1962,1972,G,6-1,180,"October 5, 1936",University of Kentucky,http://basketball-reference.com/players/s/smithad01.html, Right,1936-10-05,
Al Smith,1972,1976,G,6-1,185,"January 15, 1947",Bradley University,http://basketball-reference.com/players/s/smithal01.html, Right,1947-01-15,
Bill Smith,1962,1962,G-F,6-5,190,"April 26, 1939",Saint Peter's College,http://basketball-reference.com/players/s/smithbi01.html, Right,1939-04-26,
Bingo Smith,1970,1980,F-G,6-5,195,"February 26, 1946",University of Tulsa,http://basketball-reference.com/players/s/smithbi02.html, Right,1946-02-26,
Bobby Smith,1960,1962,G,6-4,190,"August 20, 1937",West Virginia University,http://basketball-reference.com/players/s/smithbo01.html, Right,1937-08-20,
Charles Smith,1989,1997,F-C,6-10,230,"July 16, 1965",University of Pittsburgh,http://basketball-reference.com/players/s/smithch01.html, Right,1965-07-16,
Charles Smith,1990,1996,G,6-1,160,"November 29, 1967",Georgetown University,http://basketball-reference.com/players/s/smithch02.html, Right,1967-11-29,
Charles Smith,1998,2006,G,6-4,194,"August 22, 1975",University of New Mexico,http://basketball-reference.com/players/s/smithch04.html, Right,1975-08-22,
Chris Smith,1993,1995,G,6-3,190,"May 17, 1970",University of Connecticut,http://basketball-reference.com/players/s/smithch03.html, Right,1970-05-17,
Chris Smith,2014,2014,G,6-2,200,"October 13, 1987",University of Louisville,http://basketball-reference.com/players/s/smithch05.html, Right,1987-10-13,
Clinton Smith,1987,1991,F,6-6,210,"January 19, 1964",Cleveland State University,http://basketball-reference.com/players/s/smithcl01.html, Right,1964-01-19,
Craig Smith,2007,2012,F,6-7,250,"November 10, 1983",Boston College,http://basketball-reference.com/players/s/smithcr01.html, Right,1983-11-10,
Deb Smith,1947,1947,F,6-3,180,"January 7, 1920",University of Utah,http://basketball-reference.com/players/s/smithde01.html, Right,1920-01-07,2009-02-25
Derek Smith,1983,1991,G-F,6-6,205,"November 1, 1961",University of Louisville,http://basketball-reference.com/players/s/smithde02.html, Right,1961-11-01,1996-08-10
Don Smith,1949,1949,G-F,6-2,190,"July 27, 1920",University of Minnesota,http://basketball-reference.com/players/s/smithdo01.html, Right,1920-07-27,1996-03-01
Don Smith,1975,1975,G,6-0,160,"October 10, 1951",University of Dayton,http://basketball-reference.com/players/s/smithdo02.html, Right,1951-10-10,2004-03-09
Donta Smith,2005,2006,G-F,6-7,215,"November 27, 1983",Southeastern Illinois College,http://basketball-reference.com/players/s/smithdo04.html, Right,1983-11-27,
Doug Smith,1992,1996,F,6-10,220,"September 17, 1969",University of Missouri,http://basketball-reference.com/players/s/smithdo03.html, Right,1969-09-17,
Ed Smith,1954,1954,F,6-6,180,"July 5, 1929",Harvard University,http://basketball-reference.com/players/s/smithed01.html, Right,1929-07-05,1998-11-26
Elmore Smith,1972,1979,C,7-0,250,"May 9, 1949",Kentucky State University,http://basketball-reference.com/players/s/smithel01.html, Right,1949-05-09,
Garfield Smith,1971,1973,C-F,6-9,235,"November 18, 1945",Eastern Kentucky University,http://basketball-reference.com/players/s/smithga01.html, Right,1945-11-18,
Greg Smith,1969,1976,F,6-5,195,"January 28, 1947",Western Kentucky University,http://basketball-reference.com/players/s/smithgr01.html, Right,1947-01-28,
Greg Smith,2012,2015,C,6-10,250,"January 8, 1991","California State University, Fresno",http://basketball-reference.com/players/s/smithgr02.html, Right,1991-01-08,
Ish Smith,2011,2015,G,6-0,175,"July 5, 1988",Wake Forest University,http://basketball-reference.com/players/s/smithis01.html, Right,1988-07-05,
J.R. Smith,2005,2015,G,6-6,220,"September 9, 1985", ,http://basketball-reference.com/players/s/smithjr01.html, Right,1985-09-09,
Jabari Smith,2001,2005,C,6-11,250,"February 12, 1977",Louisiana State University,http://basketball-reference.com/players/s/smithja01.html, Right,1977-02-12,
Jason Smith,2008,2015,F,7-0,240,"March 2, 1986",Colorado State University,http://basketball-reference.com/players/s/smithja02.html, Right,1986-03-02,
Jerry Smith,2012,2012,G,6-2,190,"September 26, 1987",University of Louisville,http://basketball-reference.com/players/s/smithje01.html, Right,1987-09-26,
Jim Smith,1982,1983,F,6-9,225,"April 12, 1958",Ohio State University,http://basketball-reference.com/players/s/smithji01.html, Right,1958-04-12,
Joe Smith,1996,2011,F,6-10,225,"July 26, 1975",University of Maryland,http://basketball-reference.com/players/s/smithjo02.html, Right,1975-07-26,
John Smith,1969,1970,C,7-0,235,"May 24, 1944",University of Southern Colorado,http://basketball-reference.com/players/s/smithjo01.html, Right,1944-05-24,
Josh Smith,2005,2015,F,6-9,225,"December 5, 1985", ,http://basketball-reference.com/players/s/smithjo03.html, Left,1985-12-05,
Keith Smith,1987,1987,G,6-3,180,"March 9, 1964",Loyola Marymount University,http://basketball-reference.com/players/s/smithke03.html, Left,1964-03-09,
Ken Smith,1976,1976,F,6-7,185,"July 12, 1953",University of Tulsa,http://basketball-reference.com/players/s/smithke02.html, Right,1953-07-12,
Kenny Smith,1988,1997,G,6-3,170,"March 8, 1965",University of North Carolina,http://basketball-reference.com/players/s/smithke01.html, Right,1965-03-08,
LaBradford Smith,1992,1994,G,6-3,200,"April 3, 1969",University of Louisville,http://basketball-reference.com/players/s/smithla02.html, Right,1969-04-03,
Larry Smith,1981,1993,F-C,6-8,215,"January 18, 1958",Alcorn State University,http://basketball-reference.com/players/s/smithla01.html, Right,1958-01-18,
Leon Smith,2002,2004,C,6-10,235,"November 2, 1980", ,http://basketball-reference.com/players/s/smithle01.html, Right,1980-11-02,
Michael Smith,1990,1995,F,6-10,225,"May 19, 1965",Brigham Young University,http://basketball-reference.com/players/s/smithmi01.html, Right,1965-05-19,
Michael Smith,1995,2001,F,6-8,230,"March 28, 1972",Providence College,http://basketball-reference.com/players/s/smithmi02.html, Left,1972-03-28,
Mike Smith,2001,2001,F,6-8,195,"April 15, 1976",University of Louisiana at Monroe,http://basketball-reference.com/players/s/smithmi03.html, Right,1976-04-15,
Nolan Smith,2012,2013,G,6-2,185,"July 25, 1988",Duke University,http://basketball-reference.com/players/s/smithno01.html, Right,1988-07-25,
Otis Smith,1987,1992,G-F,6-5,210,"January 30, 1964",Jacksonville University,http://basketball-reference.com/players/s/smithot01.html, Right,1964-01-30,
Pete Smith,1973,1973,F,6-6,205, ,Valdosta State University,http://basketball-reference.com/players/s/smithpe01.html, Right,,
Phil Smith,1975,1983,G,6-4,185,"April 22, 1952",University of San Francisco,http://basketball-reference.com/players/s/smithph01.html, Right,1952-04-22,2002-07-29
Randy Smith,1972,1983,G-F,6-3,180,"December 12, 1948",State University of New York College at Buffalo,http://basketball-reference.com/players/s/smithra01.html, Right,1948-12-12,2009-06-04
Reggie Smith,1993,1994,C,6-10,240,"August 21, 1970",Texas Christian University,http://basketball-reference.com/players/s/smithre01.html, Right,1970-08-21,
Robert Smith,1978,1985,G,5-11,165,"March 10, 1955","University of Nevada, Las Vegas",http://basketball-reference.com/players/s/smithro01.html, Right,1955-03-10,
Russ Smith,2015,2015,G,6-0,165,"April 19, 1991",University of Louisville,http://basketball-reference.com/players/s/smithru01.html, Right,1991-04-19,
Sam Smith,1968,1971,F,6-7,230,"January 27, 1944",Kentucky Wesleyan College,http://basketball-reference.com/players/s/smithsa01.html, Right,1944-01-27,
Sam Smith,1979,1980,G,6-4,200,"January 8, 1955","University of Nevada, Las Vegas",http://basketball-reference.com/players/s/smithsa02.html, Right,1955-01-08,
Steve Smith,1992,2005,G,6-7,200,"March 31, 1969",Michigan State University,http://basketball-reference.com/players/s/smithst01.html, Right,1969-03-31,
Steven Smith,2007,2007,F,6-8,235,"April 12, 1983",La Salle University,http://basketball-reference.com/players/s/smithst03.html, Right,1983-04-12,
Stevin Smith,1997,1997,G,6-2,208,"January 24, 1972",Arizona State University,http://basketball-reference.com/players/s/smithst02.html, Right,1972-01-24,
Theron Smith,2004,2005,F,6-8,225,"October 3, 1980",Ball State University,http://basketball-reference.com/players/s/smithth01.html, Right,1980-10-03,
Tony Smith,1991,2001,G,6-3,185,"June 14, 1968",Marquette University,http://basketball-reference.com/players/s/smithto02.html, Right,1968-06-14,
William Smith,1972,1973,C,7-0,220,"February 14, 1949",Syracuse University,http://basketball-reference.com/players/s/smithwi01.html, Right,1949-02-14,
Willie Smith,1977,1980,G,6-2,170,"October 26, 1953",University of Missouri,http://basketball-reference.com/players/s/smithwi02.html, Right,1953-10-26,
Rik Smits,1989,2000,C,7-4,250,"August 23, 1966",Marist College,http://basketball-reference.com/players/s/smitsri01.html, Right,1966-08-23,
Mike Smrek,1986,1992,C,7-0,250,"August 31, 1962",Canisius College,http://basketball-reference.com/players/s/smrekmi01.html, Right,1962-08-31,
Joe Smyth,1954,1954,F,6-3,215,"May 22, 1929",Niagara University,http://basketball-reference.com/players/s/smythjo01.html, Right,1929-05-22,1999-06-10
Tony Snell,2014,2015,G,6-7,200,"November 10, 1991",University of New Mexico,http://basketball-reference.com/players/s/snellto01.html, Right,1991-11-10,
Eric Snow,1996,2008,G,6-3,190,"April 24, 1973",Michigan State University,http://basketball-reference.com/players/s/snower01.html, Right,1973-04-24,
Dick Snyder,1967,1979,G-F,6-5,207,"February 1, 1944",Davidson College,http://basketball-reference.com/players/s/snydedi01.html, Right,1944-02-01,
Kirk Snyder,2005,2008,G,6-6,225,"June 5, 1983","University of Nevada, Reno",http://basketball-reference.com/players/s/snydeki01.html, Right,1983-06-05,
Chips Sobek,1950,1950,G-F,6-0,180,"February 10, 1920",University of Notre Dame,http://basketball-reference.com/players/s/sobekch01.html, Right,1920-02-10,1990-04-09
Ricky Sobers,1976,1986,G,6-3,198,"January 15, 1953","University of Nevada, Las Vegas",http://basketball-reference.com/players/s/soberri01.html, Right,1953-01-15,
Ron Sobie,1957,1960,G,6-3,185,"September 21, 1934",DePaul University,http://basketball-reference.com/players/s/sobiero01.html, Right,1934-09-21,2009-10-23
Mike Sojourner,1975,1977,C-F,6-9,225,"October 16, 1953",University of Utah,http://basketball-reference.com/players/s/sojoumi01.html, Right,1953-10-16,
Willard Sojourner,1972,1975,C-F,6-8,225,"September 10, 1948",Weber State University,http://basketball-reference.com/players/s/sojouwi01.html, Right,1948-09-10,2005-10-20
Will Solomon,2002,2009,G,6-1,185,"July 20, 1978",Clemson University,http://basketball-reference.com/players/s/solomwi01.html, Right,1978-07-20,
Willie Somerset,1966,1969,G,5-8,170,"March 17, 1942",Duquesne University,http://basketball-reference.com/players/s/somerwi01.html, Right,1942-03-17,
Darius Songaila,2004,2011,F,6-9,248,"February 14, 1978",Wake Forest University,http://basketball-reference.com/players/s/songada01.html, Right,1978-02-14,
Dave Sorenson,1971,1973,F,6-8,225,"July 8, 1948",Ohio State University,http://basketball-reference.com/players/s/sorenda01.html, Right,1948-07-08,2002-07-09
James Southerland,2014,2014,F,6-8,215,"April 28, 1990",Syracuse University,http://basketball-reference.com/players/s/southja01.html, Right,1990-04-28,
Gino Sovran,1947,1947,F-G,6-2,175,"December 17, 1924",University of Detroit Mercy,http://basketball-reference.com/players/s/sovragi01.html, Right,1924-12-17,
Pape Sow,2005,2007,F,6-10,250,"November 22, 1981","California State University, Fullerton",http://basketball-reference.com/players/s/sowpa01.html, Right,1981-11-22,
Ken Spain,1971,1971,C,6-9,225,"October 6, 1946",University of Houston,http://basketball-reference.com/players/s/spainke01.html, Right,1946-10-06,1990-10-11
Jim Spanarkel,1980,1984,G-F,6-5,190,"June 28, 1957",Duke University,http://basketball-reference.com/players/s/spanaji01.html, Right,1957-06-28,
Vassilis Spanoulis,2007,2007,G,6-4,195,"August 7, 1982", ,http://basketball-reference.com/players/s/spanova01.html, Right,1982-08-07,
Daniel Sparks,1969,1970,F,6-8,200,"April 17, 1945",Weber State University,http://basketball-reference.com/players/s/sparkda01.html, Right,1945-04-17,
Guy Sparrow,1958,1960,F,6-6,218,"November 2, 1932",University of Detroit Mercy,http://basketball-reference.com/players/s/sparrgu01.html, Right,1932-11-02,
Rory Sparrow,1981,1992,G,6-2,175,"June 12, 1958",Villanova University,http://basketball-reference.com/players/s/sparrro01.html, Right,1958-06-12,
Odie Spears,1949,1957,G,6-5,205,"June 26, 1925",Western Kentucky University,http://basketball-reference.com/players/s/spearod01.html, Right,1925-06-26,1985-03-28
Art Spector,1947,1950,F,6-4,200,"October 17, 1920",Villanova University,http://basketball-reference.com/players/s/spectar01.html, Right,1920-10-17,1987-06-18
Marreese Speights,2009,2015,F,6-10,245,"August 4, 1987",University of Florida,http://basketball-reference.com/players/s/speigma01.html, Right,1987-08-04,
Andre Spencer,1993,1994,F,6-6,210,"July 20, 1964",Northern Arizona University,http://basketball-reference.com/players/s/spencan01.html, Right,1964-07-20,
Elmore Spencer,1993,1997,C,7-0,270,"December 6, 1969","University of Nevada, Las Vegas",http://basketball-reference.com/players/s/spencel01.html, Left,1969-12-06,
Felton Spencer,1991,2002,C,7-0,265,"January 15, 1968",University of Louisville,http://basketball-reference.com/players/s/spencfe01.html, Right,1968-01-15,
Lou Spicer,1947,1947,F,6-2,195,"November 12, 1922",Syracuse University,http://basketball-reference.com/players/s/spicelo01.html, Right,1922-11-12,1981-06-23
Craig Spitzer,1968,1968,C,7-0,225,"December 18, 1945",Tulane University,http://basketball-reference.com/players/s/spitzcr01.html, Right,1945-12-18,
Tiago Splitter,2011,2015,F,6-11,232,"January 1, 1985", ,http://basketball-reference.com/players/s/splitti01.html, Right,1985-01-01,
Art Spoelstra,1955,1958,C,6-9,220,"September 11, 1932",Western Kentucky University,http://basketball-reference.com/players/s/spoelar01.html, Right,1932-09-11,2008-04-09
Bruce Spraggins,1968,1968,F,6-5,188, ,Virginia Union University,http://basketball-reference.com/players/s/spragbr01.html, Right,,2008-04-09
Latrell Sprewell,1993,2005,G,6-5,190,"September 8, 1970",University of Alabama,http://basketball-reference.com/players/s/sprewla01.html, Right,1970-09-08,
Larry Spriggs,1982,1986,F,6-7,230,"September 8, 1959",Howard University,http://basketball-reference.com/players/s/sprigla01.html, Right,1959-09-08,
Jim Springer,1949,1949,C,6-9,235,"June 17, 1926", ,http://basketball-reference.com/players/s/sprinji01.html, Right,1926-06-17,
Jim Spruill,1949,1949,G,6-2,225,"February 26, 1923",Rice University,http://basketball-reference.com/players/s/spruiji01.html, Right,1923-02-26,2006-01-08
Ryan Stack,1999,2000,F,6-11,215,"July 24, 1975",University of South Carolina,http://basketball-reference.com/players/s/stackry01.html, Right,1975-07-24,
Jerry Stackhouse,1996,2013,G-F,6-6,218,"November 5, 1974",University of North Carolina,http://basketball-reference.com/players/s/stackje01.html, Right,1974-11-05,
Kevin Stacom,1975,1982,G,6-3,185,"September 4, 1951",Providence College,http://basketball-reference.com/players/s/stacoke01.html, Right,1951-09-04,
Erv Staggs,1970,1970,F-G,6-6,195, ,Cheyney University of Pennsylvania,http://basketball-reference.com/players/s/stagger01.html, Right,,
Bud Stallworth,1973,1977,F-G,6-5,190,"January 18, 1950",University of Kansas,http://basketball-reference.com/players/s/stallbu01.html, Right,1950-01-18,
Dave Stallworth,1966,1975,F-C,6-7,200,"December 20, 1941",Wichita State University,http://basketball-reference.com/players/s/stallda01.html, Right,1941-12-20,
Ed Stanczak,1950,1951,F,6-1,185,"August 15, 1921", ,http://basketball-reference.com/players/s/stanced01.html, Right,1921-08-15,2004-05-30
Terence Stansbury,1985,1987,G,6-5,170,"February 27, 1961",Temple University,http://basketball-reference.com/players/s/stanste01.html, Right,1961-02-27,
John Starks,1989,2002,G,6-3,180,"August 10, 1965",Oklahoma State University,http://basketball-reference.com/players/s/starkjo01.html, Right,1965-08-10,
Keith Starr,1977,1977,G-F,6-6,190,"March 14, 1954",University of Pittsburgh,http://basketball-reference.com/players/s/starrke01.html, Right,1954-03-14,
Nik Stauskas,2015,2015,G,6-6,205,"October 7, 1993",University of Michigan,http://basketball-reference.com/players/s/stausni01.html, Right,1993-10-07,
Larry Staverman,1959,1964,F,6-7,205,"October 11, 1936",Thomas More College,http://basketball-reference.com/players/s/stavela01.html, Right,1936-10-11,2007-07-13
Larry Steele,1972,1980,G-F,6-5,180,"May 5, 1949",University of Kentucky,http://basketball-reference.com/players/s/steella01.html, Right,1949-05-05,
Matt Steigenga,1997,1997,F,6-7,225,"March 27, 1970",Michigan State University,http://basketball-reference.com/players/s/steigma01.html, Right,1970-03-27,
Vladimir Stepania,1999,2004,C,7-0,236,"May 8, 1976", ,http://basketball-reference.com/players/s/stepavl01.html, Right,1976-05-08,
D.J. Stephens,2014,2014,G,6-5,188,"December 19, 1990",University of Memphis,http://basketball-reference.com/players/s/stephdj01.html, Right,1990-12-19,
Everette Stephens,1989,1991,G,6-2,175,"October 21, 1966",Purdue University,http://basketball-reference.com/players/s/stephev01.html, Right,1966-10-21,
Jack Stephens,1956,1956,G-F,6-3,185,"May 18, 1933",University of Notre Dame,http://basketball-reference.com/players/s/stephja01.html, Right,1933-05-18,2011-08-31
Joe Stephens,1997,2000,F,6-7,210,"January 28, 1973",University of Arkansas at Little Rock,http://basketball-reference.com/players/s/stephjo01.html, Right,1973-01-28,
Lance Stephenson,2011,2015,G,6-5,210,"September 5, 1990",University of Cincinnati,http://basketball-reference.com/players/s/stephla01.html, Right,1990-09-05,
Brook Steppe,1983,1989,G-F,6-5,195,"November 7, 1959",Georgia Institute of Technology,http://basketball-reference.com/players/s/steppbr01.html, Right,1959-11-07,
Barry Stevens,1993,1993,G-F,6-5,195,"January 17, 1963",Iowa State University,http://basketball-reference.com/players/s/steveba01.html, Right,1963-01-17,2007-02-21
Wayne Stevens,1960,1960,F,6-3,185,"June 19, 1936",University of Cincinnati,http://basketball-reference.com/players/s/stevewa01.html, Right,1936-06-19,
DeShawn Stevenson,2001,2013,G,6-5,210,"April 3, 1981", ,http://basketball-reference.com/players/s/stevede01.html, Right,1981-04-03,
Dennis Stewart,1971,1971,F,6-6,220,"April 11, 1947",University of Michigan,http://basketball-reference.com/players/s/stewade01.html, Right,1947-04-11,
Kebu Stewart,1998,1998,F,6-8,239,"December 19, 1973","California State University, Bakersfield",http://basketball-reference.com/players/s/stewake01.html, Right,1973-12-19,
Larry Stewart,1992,1997,F,6-8,220,"September 21, 1968",Coppin State University,http://basketball-reference.com/players/s/stewala01.html, Right,1968-09-21,
Michael Stewart,1998,2005,C,6-10,230,"April 25, 1975",University of California,http://basketball-reference.com/players/s/stewami01.html, Right,1975-04-25,
Norm Stewart,1957,1957,F,6-5,205,"January 20, 1935",University of Missouri,http://basketball-reference.com/players/s/stewano01.html, Right,1935-01-20,
Greg Stiemsma,2012,2015,C,6-11,260,"September 26, 1985",University of Wisconsin,http://basketball-reference.com/players/s/stiemgr01.html, Right,1985-09-26,
Steve Stipanovich,1984,1988,C,6-11,245,"November 17, 1960",University of Missouri,http://basketball-reference.com/players/s/stipast01.html, Right,1960-11-17,
Bryant Stith,1993,2002,G,6-5,208,"December 10, 1970",University of Virginia,http://basketball-reference.com/players/s/stithbr01.html, Right,1970-12-10,
Sam Stith,1962,1962,G,6-2,185,"July 22, 1937",St. Bonaventure University,http://basketball-reference.com/players/s/stithsa01.html, Right,1937-07-22,
Tom Stith,1963,1963,F,6-5,210,"January 21, 1939",St. Bonaventure University,http://basketball-reference.com/players/s/stithto01.html, Right,1939-01-21,2010-06-13
Alex Stivrins,1986,1993,F,6-8,220,"November 29, 1962",University of Colorado,http://basketball-reference.com/players/s/stivral01.html, Right,1962-11-29,
John Stockton*,1985,2003,G,6-1,170,"March 26, 1962",Gonzaga University,http://basketball-reference.com/players/s/stockjo01.html, Right,1962-03-26,
Peja Stojakovic,1999,2011,F-G,6-9,220,"June 9, 1977", ,http://basketball-reference.com/players/s/stojape01.html, Right,1977-06-09,
Ed Stokes,1998,1998,C,7-0,264,"September 3, 1971",University of Arizona,http://basketball-reference.com/players/s/stokeed01.html, Right,1971-09-03,
Greg Stokes,1986,1990,F-C,6-10,220,"August 5, 1963",University of Iowa,http://basketball-reference.com/players/s/stokegr01.html, Right,1963-08-05,
Jarnell Stokes,2015,2015, ,6-8,260,"January 7, 1994",University of Tennessee,http://basketball-reference.com/players/s/stokeja01.html, Right,1994-01-07,
Maurice Stokes*,1956,1958,F-C,6-7,232,"June 17, 1933",Saint Francis University,http://basketball-reference.com/players/s/stokema01.html, Right,1933-06-17,1970-04-06
Art Stolkey,1947,1947,G,6-1,180,"October 23, 1920",University of Detroit Mercy,http://basketball-reference.com/players/s/stolkar01.html, Right,1920-10-23,
Randy Stoll,1968,1968,C,6-7,235, ,Washington State University,http://basketball-reference.com/players/s/stollra01.html, Right,,
George Stone,1969,1972,F,6-7,195,"February 9, 1946",Marshall University,http://basketball-reference.com/players/s/stonege01.html, Right,1946-02-09,
Julyan Stone,2012,2014,G,6-6,200,"December 7, 1988",University of Texas at El Paso,http://basketball-reference.com/players/s/stoneju01.html, Right,1988-12-07,
Awvee Storey,2005,2008,G-F,6-6,222,"April 18, 1977",Arizona State University,http://basketball-reference.com/players/s/storeaw01.html, Right,1977-04-18,
Damon Stoudamire,1996,2008,G,5-10,171,"September 3, 1973",University of Arizona,http://basketball-reference.com/players/s/stoudda01.html, Left,1973-09-03,
Salim Stoudamire,2006,2008,G,6-1,179,"October 11, 1982",University of Arizona,http://basketball-reference.com/players/s/stoudsa01.html, Left,1982-10-11,
Amar'e Stoudemire,2003,2015,F-C,6-10,245,"November 16, 1982", ,http://basketball-reference.com/players/s/stoudam01.html, Right,1982-11-16,
Paul Stovall,1973,1974,F,6-4,215,"August 16, 1948",Arizona State University,http://basketball-reference.com/players/s/stovapa01.html, Right,1948-08-16,1978-01-09
D.J. Strawberry,2008,2008,G,6-5,201,"June 15, 1985",University of Maryland,http://basketball-reference.com/players/s/strawdj01.html, Right,1985-06-15,
Joe Strawder,1966,1968,C,6-10,235,"September 21, 1940",Bradley University,http://basketball-reference.com/players/s/strawjo01.html, Right,1940-09-21,2005-08-24
Bill Stricker,1971,1971,F,6-9,210,"January 22, 1948",University of the Pacific,http://basketball-reference.com/players/s/stricbi01.html, Right,1948-01-22,
Erick Strickland,1997,2005,G,6-3,210,"November 25, 1973",University of Nebraska,http://basketball-reference.com/players/s/stricer01.html, Left,1973-11-25,
Mark Strickland,1995,2003,F,6-9,210,"July 14, 1970",Temple University,http://basketball-reference.com/players/s/stricma01.html, Right,1970-07-14,
Rod Strickland,1989,2005,G,6-3,175,"July 11, 1966",DePaul University,http://basketball-reference.com/players/s/stricro02.html, Right,1966-07-11,
Roger Strickland,1964,1964,F,6-5,200,"September 4, 1940",Jacksonville University,http://basketball-reference.com/players/s/stricro01.html, Right,1940-09-04,2011-02-02
John Stroeder,1988,1989,F,6-10,260,"July 24, 1958",University of Montana,http://basketball-reference.com/players/s/stroejo01.html, Right,1958-07-24,
Derek Strong,1992,2001,F,6-8,220,"February 9, 1968",Xavier University,http://basketball-reference.com/players/s/stronde01.html, Right,1968-02-09,
